,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
1784,Tampere University,Finland,0.0166681321304537,0.0166672136570817,0.0166684821270575,0.6091496804656068,0.2575101283221201,0.0166666853528772,0.0166675584484495,0.0166681555858492,0.0166672952676059,0.0166666686428979,"['Location awareness', 'maximum likelihood estimation', 'Orthogonal Frequency Division Multiplexing', 'Vectors', 'Maximum Likelihood', 'Maximum likelihood estimation', 'Signal to noise ratio', 'Cramer-Rao Lower Bound', 'Root Mean Square Error', 'Computational Efficiency', 'Matched Filter', 'Situational Awareness', 'Raw Measurements', 'majorization-minimization', 'Task analysis', 'Estimation Problem', 'Telecommunication traffic', 'wireless localization', 'one-bit quantization', 'Signal Source', 'Numerical Results', 'Nuisance Parameters', 'Maximum Likelihood Estimation', 'Base Station', 'orthogonal frequency division multiplexing', 'OFDM', 'Direct position determination', 'Position Estimation']",covid 19 analysis optical acid,4,Disease Analysis
1785,Tan Tock Seng Hospital,Sri Lanka,0.0166670389061443,0.0166669171249991,0.4433749798887149,0.0166701601221162,0.0166719159986045,0.0166698346181962,0.0166718042598473,0.0166702432468643,0.4232683055233871,0.0166688003111257,['Not Available'],energy power voltage analysis electric,8,Energy and Power Systems
1786,Tanunda,Australia,0.8058920406980805,0.0012197585119402,0.0012199610055919,0.0012196760335622,0.0012198111028817,0.0012196565412457,0.0934843062039014,0.0012196419392169,0.0920852039402485,0.0012199440233304,"['Australia', 'Site Visits', 'Data Repository', 'Staff Need', 'Service robots', 'Manual Handling', 'Service Robots', 'Robotic Technology', 'Aged Care Homes', 'Contextual Factors', 'Facility Managers', 'Perception Of The Robot', 'Implementation Of Robots', 'Robotic Assistance', 'Service Industry', 'Aged Care', 'Care Staff', 'Archival Research', 'Automated Guided Vehicles', 'Residential Aged Care', 'Human-robot Interaction', 'Robotic System', 'Industries', 'Health and safety', 'Technical Capacity', 'Aging', 'Aged Care Facilities', 'Filling', 'Elderly Care Services', 'Old Age Homes', 'Environmental Regulation', 'Technical Support', 'Residential Aged Care Facilities', 'Management Staff']",learning network data model neural,3,Artificial Intelligence
1787,Taoyuan Innovation Institute of Technology,China,0.0100000396687156,0.0100000990668847,0.0100033707031251,0.0100010592099702,0.373041293377109,0.0100007364022325,0.5469520309483631,0.0100007694306129,0.0100005020493052,0.0100000991436813,"['adipate ester (AE)', 'biodegradation', 'migration', 'plasticizer', 'Poly(lactic) acid (PLA)']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1788,Taras Shevchenko National University of Kyiv,Ukraine,0.2142321624931038,0.229910553357341,0.4780673411721567,0.0111122992509713,0.0111131679185915,0.0111139643047236,0.0111116603287278,0.0111128242599537,0.0111139342145633,0.011112092699867,"['Control Signal', 'Short Codes', 'unmanned aerial vehicle', 'Modular Components', 'Direct Spread', 'Computer Simulations', 'Sequence Length', 'Unmanned Aerial Vehicles', 'Dynamic range', 'primitive polynomials', 'Codes', 'Modulation', 'Hard Limit', 'Robust control', 'Data Rate Requirements', 'Spreading coding sequences', 'Autocorrelation Function', 'Frequency Band', 'Control Of Unmanned Aerial Vehicles', 'Receivers', 'Pseudo-random', 'Internal Noise', 'Spread Spectrum', 'Noise Properties', 'Polynomial Of Degree', 'Computer simulation', 'Robust Channel', 'Autonomous aerial vehicles', 'Coding Sequence', 'Control Channel', 'hard limiters computer simulation', 'Vehicle Operation']",cancer health stress cell thailand,0,Medical Science
1789,Tashkent Institute of Irrigation and Agriculture Mechanization Engineers,Uzbekistan,0.3165617296131592,0.0681145477638916,0.0013158541134967,0.001315878913497,0.0013158372689563,0.0311493209032389,0.0013158612269167,0.0013158668030375,0.5762791981804384,0.0013159052133672,"['I-V Curves', 'Epitaxial Layer', 'Charge Carrier Concentration', 'narrow-gap solid solution', 'Solids', 'Gallium arsenide', 'Gapped Substrate', 'Photocurrent', 'Further Increase In Temperature', 'liquid–phase epitaxy', 'Excited Levels', 'Temperature Range', 'Charge Carriers', 'Tin', 'Fundamental Absorption', 'Temperature dependence', 'Epitaxial growth', 'Free Carriers', 'Molecular Substitution', 'solubility in liquid metals', 'Single Crystal Structure', 'Increase In Temperature', 'Temperature', 'Heterostructures', 'InSb', 'Semiconductor process modeling', 'Formation Of Molecules', 'Carrier Concentration', 'Free Charge Carriers', 'Charge Carrier Recombination', 'Binary Compounds', 'Lattice Parameters', 'Solid Solution', 'Band Gap', 'N-type Conductivity', 'photosensitivity', '2D Materials']",energy power voltage analysis electric,8,Energy and Power Systems
1790,Tata Institute of Fundamental Research,France,0.0047625330649397,0.9571335797236108,0.0047647811529159,0.0047623387156247,0.0047636509815262,0.0047620944367954,0.0047623885896787,0.0047633052321304,0.0047621173527579,0.0047632107500198,['Not Available'],cells frequency antenna communication array,7,Telecommunication Engineering
1791,Tatung University,"Taiwan, Province Of China",0.6044683092149212,0.0058831167999594,0.0058824091582575,0.0058836406700975,0.0058826756097734,0.0058827003398613,0.0058828104015145,0.00588245360522,0.0058825420485854,0.3484693421518095,"['colour emotion', 'colour harmony', 'cross-cultural study', 'universal model']",learning network data model neural,3,Artificial Intelligence
1794,Technical University of Darmstadt,France,0.0076923077094705,0.218351285136589,0.0076953317302047,0.0076924837678328,0.007692307747352,0.007692407651604,0.0076923077455544,0.3095330185037116,0.0076923077338649,0.4182662422738155,"['Low Overhead', 'Discrete Fourier transforms', 'Time Domain', 'Inverse Discrete Fourier Transform', 'Frequency Components', 'Discrete-time', 'Moderate Confidence', 'Recent Approaches', 'temporal I/O behavior', 'Time Window', 'Measurement', 'Distributed processing', 'Confidence In The Results', 'Dominant Frequency', 'Discrete Fourier Transform', 'Outlier Detection', 'Aperiodic', 'Burstiness', 'Highest Contribution', 'Autocorrelation Function', 'Sampling Frequency', 'Production systems', 'Power Spectrum', 'Online Prediction', 'I/O prediction', 'Wavelet transforms', 'Outlier Detection Methods', 'File System', 'Individual Requests', 'HPC', 'Application Behavior', 'Merging', 'Bandwidth']",thailand social business based technology,1,Social and Business Studies
1796,Technical University of Munich,China,0.008334013192107,0.0083334792626887,0.0083335806308676,0.0083334512826029,0.0083360872854881,0.92499408582674,0.0083343892734137,0.0083334862476694,0.008333894558885,0.0083335324395371,"['Pearson Correlation', 'musculoskeletal simulation', 'Adult', 'Video Recording', 'Range Of Motion', 'Inverse Kinematics', 'Individual Joint', 'Thoracolumbar Spine', 'Smartphone', 'Image Processing, Computer-Assisted', 'Physical Constraints', 'Change In Angle', 'Mean Square Error', 'Spinal Movement', 'wearable motion tracking', 'Computer Vision', 'Male', 'Dynamics', 'Range of Motion, Articular', 'Biomedical optical imaging', 'Wearable Electronic Devices', 'Tracking', 'Spinal Motion', 'Optical variables measurement', 'Optical Motion Capture', 'Optical Markers', 'Spine', 'inertial sensing', 'Vertebrate', 'Optimization Framework', 'Young Adult', 'Optimization', 'Wearable', 'Optimal Workflow', 'Thoracic Spine', 'Root Mean Square Error', 'computer vision', '3D Rotation', 'Humans', 'Motion Tracking', 'Intraclass Correlation Coefficient', 'Residual Force', 'Segment Angles', 'Inertial Measurement Unit', 'Dynamic Optimization', 'Real-world Setting', 'Model Calibration', 'Biomechanical Phenomena', 'Optical sensors', 'Videos', 'Joint Angles']",control species activity antioxidant thailand,6,Environmental Science
1798,Technical University of Sofia,Bulgaria,0.0166714090652487,0.0166666731995773,0.016666706448382,0.0166670841971724,0.0166670678126837,0.0166666666944583,0.8499916692224854,0.0166678106879886,0.0166679496776313,0.0166669629943717,"['Magnetic Flux', 'Power supplies', 'Far Left', 'Permanent Magnet', 'Force', 'Static Characteristics', 'operational characteristics', 'Steady-state Characteristics', 'Magnetic Force', 'Magnetic Field', 'actuator', 'Finite element analysis', 'permanent magnet', 'Magnetic Circuit', 'Finite Element Method', 'Magnetic Energy', 'Coil Current', 'Ferritic', 'Magnetomotive Force', 'Coil Turns', 'electromagnetic modeling', 'Improve Energy Efficiency', 'Magnetic Field Source', 'Energy Efficiency', 'Electromagnetic Mechanism', 'Induction Coil', 'Pair Of Coils', 'finite element modeling', 'Air Gap', 'magnetic force', 'Permanent magnets', 'Atmospheric modeling', 'Finite Element Method Model', 'Mathematical models', 'Actuators', 'Relative Permeability']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1799,Technical University of Varna,Bulgaria,0.014285952563527,0.8714114267282621,0.0142858073466335,0.014285740954145,0.0142898144873197,0.0142857143739119,0.0142857145294243,0.0142883679123088,0.0142857671122393,0.0142956939922281,"['manufacturers', 'Majority Of Participants', 'Environmental Impact', 'Marketing Strategies', 'Distribution Strategy', 'Analytical Results', 'Wholesale Market', 'Alternative Raw Materials', 'Quality control', 'Packaging', 'Consumer Decision-making', 'Opinion Research', 'sunflower husk pellets', 'consumer preferences', 'Renewable energy sources', 'Heat Source', 'Consumer Opinion', 'Brand Loyalty', 'brands', 'Customer satisfaction', 'Raw Materials', 'Calorific Value', 'Moisture', 'Consumer Preferences', 'Lower Heating Value', 'Manufacturing Enterprises', 'Moisture Content', 'alternative raw material', 'Technological innovation', 'Proportion Of Respondents', 'Environmental Awareness', 'Ash', 'Renewable Sources', 'Consumer Choice', 'Respondents Preferred', 'Majority Of Respondents', 'Ash Content', 'Economic Considerations', 'Brand Preference', 'Requirements Of ISO', 'Sunflower']",cells frequency antenna communication array,7,Telecommunication Engineering
1800,Technische Universitat Chemnitz,Germany,0.007697845005027,0.321468629624736,0.0076923773937153,0.0076923624468686,0.0076937693440441,0.0076924657497653,0.6169852615563115,0.007692327779873,0.0076924364286363,0.0076925246710223,"['Histogram Of Oriented Gradients', 'Object detection', 'Rule-based Techniques', 'Mobile Vehicles', 'Deep Learning', 'Autonomous Driving', 'Expert System', 'Light Signal', 'Dynamic Environment', 'YOLOv8', 'Wireless', 'Situational Awareness', 'Model Performance', 'Wireless communication', 'Multiple Sensors', 'Transportation', 'Traffic Detection', 'Expert systems', 'Types Of Connections', 'Cloud computing', 'Autonomous Vehicles', 'Object Detection Model', 'Vehicle dynamics', 'Autonomous vehicles', 'Mobile vehicle', 'Real-time Communication', 'F1 Score', 'Servers', 'Safety', 'Robust Detection', 'Situation Awareness', 'Concept Of Consciousness', 'Unmanned Aerial Systems', 'Multiple Objects', 'Data Augmentation', 'Robust Object', 'Object Detection', 'Autonomous Driving Systems', 'Edge Server', 'Precise Model', 'Roads', 'Accurate Object Detection', 'Precision And Recall', 'Expensive Hardware']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1801,Technische Universitat Graz,Thailand,0.0090909464143524,0.009091388596699,0.0090910028753934,0.0090910706564276,0.0090994887060013,0.0090933710527756,0.0090910683987283,0.0090946890922562,0.0090910486489812,0.9181659255583848,"['Bladed mixer', 'Granular material', 'Impeller torque', 'Particulate flow regime', 'Shear rate']",thailand social business based technology,1,Social and Business Studies
1806,Tehuantepec,Mexico,0.3878127499690051,0.0010000607663937,0.001000117319109,0.0010001318958624,0.0010003501775815,0.0010003000148434,0.0010000910611651,0.0010000850064837,0.6041860587777192,0.0010000550118365,"['Harmonic analysis', 'DFIG', 'Atmospheric modeling', 'back-to-back power converter', 'Wind turbines', 'Integrated circuit modeling', 'IEEE transactions', 'Doubly fed induction generators', 'Harmonic and inter-harmonic analysis', 'Rotors']",energy power voltage analysis electric,8,Energy and Power Systems
1807,Teine Keijinkai Hospital,Thailand,0.0071429964052548,0.00714368855475,0.007144150575896,0.0071440846694594,0.747910586016409,0.007145107637386,0.0071441343317404,0.0071448300551778,0.0071430882872769,0.1949373334666493,['Not Available'],hiv thailand bone cells poly,5,Biomedical Research
1808,Telecommunication Engineering,Indonesia,0.7992031869742852,0.0020411831800965,0.0020408985131945,0.0020414342921054,0.0020408406486315,0.0020409583339467,0.0020409529225596,0.0020408538468043,0.1844686519071532,0.0020410393812225,"['Monitoring', 'Hypotension', 'health', 'distance', 'Travel Time', 'History', 'Satellite images', 'Blood Pressure', 'Destination Point', 'Cycle Path', 'Body Parameters', 'Web services', 'bicycle', 'Measurement uncertainty', 'Fitness Levels', 'Routing Tracks', 'History Of Disease', 'Cycling Safety', 'Decision Matrix', 'Hypertension', 'Start Button', 'Biomedical monitoring', 'Simple Additive Weighting (SAW)', 'Photography', 'Personal Data', 'Several Types Of Data']",learning network data model neural,3,Artificial Intelligence
1809,Telecommunications Engineering Department,Jordan,0.163279139102485,0.010003501776144,0.0100008603453004,0.0100033867405611,0.2306581359270609,0.0100016001056191,0.0100035632315522,0.2072002760061105,0.0100026145544124,0.3388469222107541,"['Transition Probabilities', 'Battery Capacity', 'Reinforcement Learning Algorithm', 'Markov Decision Process', 'State-value Function', 'Simulation', 'Multi-target Detection', 'Dynamic Target', 'Unmanned Aerial Vehicle Technology', 'Reinforcement Learning Agent', 'Q-learning', 'State Of Charge', 'Battery Level', 'Convergence Of Method', 'Surveillance', 'Unmanned Aerial Vehicles', 'Secondary Cell', 'Distance Function', 'Heuristic algorithms', 'Maximum Capacity', 'Exploration Algorithm', 'Target tracking', 'Optimal Position', 'Action-value Function', 'Charging stations', 'Spatial Configuration', 'Instantaneous Reward', 'Energy Levels', 'Value Function', 'Time Slot', 'Reinforcement learning', 'Autonomous aerial vehicles', 'Target Acquisition', 'Weight Function']",thailand social business based technology,1,Social and Business Studies
1811,Telkom University,Indonesia,0.0142861194700276,0.0142879910715923,0.3782973498350522,0.014287689984989,0.0142877490718182,0.0142859703618505,0.0142863058073879,0.3381605410806563,0.1835299603314449,0.0142903229851806,"['Outlier Data', 'Glass', 'Classification Algorithms', 'Closest Neighbors', 'Classification Of Samples', 'support vector machine', 'Application Of Techniques', 'Recall Score', 'Presence Of Outliers', 'Decision Boundary', 'Support Vector Machine Algorithm', 'Naive Algorithm', 'Support vector machines', 'Classification algorithms', 'Improvement In Accuracy', 'Data Imbalance Problem', 'Minority Class', 'smote-lof', 'Rainfall Datasets', 'Rain', 'F1 Score', 'Unbalanced Data', 'borderline-smote', 'naïve bayes', 'imbalanced data', 'Imbalanced Data', 'Naive Bayes Algorithm', 'Precision Score', 'Major Classes', 'Improvement In Recall', 'Pima Indians', 'Support Vector Machine', 'Class Imbalance', 'Oversampling Technique', 'Isolation Forest', 'Increase In Accuracy', 'Imbalance Problem', 'Confusion Matrix']",cancer health stress cell thailand,0,Medical Science
